Brand,Model,Launch Year,Segment,Fuel Type,Fuel_Type_Group,Variants,Minimum_Price (Lakhs),Maximum_Price (Lakhs),Average_price(Lakhs),Price_INR,Price_Category,Is EV?,Performance,,Notable Features
Renault,Kiger,2017,Hatchback,Petrol,Petrol,4,3.5,8.5,6.0,600000,Entry Level,No,16.6 kmpl,16.6,"ADAS, Airbags, ABS, TPMS, Sunroof, AC, Power Windows, Connected Car"
Toyota,Camry,2015,SUV,Electric,EV,3,12,39,25.5,2550000,Luxury,Yes,494 km range,494,"ABS, Hill Hold, TPMS, Leather Seats, Ventilated Seats, Touchscreen, AC, Power Windows, Wireless Charging"
Audi,Q3,2017,Hatchback,Petrol/CNG,Hybrid,17,3.5,8.5,6.0,600000,Entry Level,No,20.1 kmpl,20.1,"Airbags, 360 Camera, Hill Hold, Power Windows, Cruise Control, Ventilated Seats, AC, HUD, Voice Control"
Honda,Amaze,2015,Compact SUV,Electric,EV,10,8.4,23.4,15.9,1590000,Upper Mid,Yes,325 km range,325,"Airbags, ESC, ADAS, Ventilated Seats, Power Windows, Touchscreen, AC, Sunroof, Android Auto, Apple CarPlay, Wireless Charging"
Volkswagen,Polo,2015,Compact SUV,Petrol/Diesel,Hybrid,4,7,18,12.5,1250000,Mid Range,No,16.6 kmpl,16.6,"ADAS, Hill Hold, Airbags, TPMS, Sunroof, Touchscreen, AC, Leather Seats, Ventilated Seats, Android Auto"
Honda,City,2023,Sedan,Diesel,Diesel,3,6,15,10.5,1050000,Mid Range,No,24.8 kmpl,24.8,"360 Camera, Hill Hold, Sunroof, Power Windows, Ventilated Seats, Wireless Charging, Apple CarPlay, Connected Car"
Skoda,Superb,2021,MPV,Petrol,Petrol,19,8,20,14.0,1400000,Mid Range,No,23.4 kmpl,23.4,"ADAS, TPMS, Airbags, ABS, Touchscreen, Power Windows, Cruise Control, Ventilated Seats, Voice Control, Connected Car"
Jeep,Compass,2021,Sedan,Petrol,Petrol,4,6,15,10.5,1050000,Mid Range,No,16.2 kmpl,16.2,"ESC, Airbags, AC, Sunroof, Ventilated Seats, Power Windows, Cruise Control, Android Auto, Wireless Charging"
BMW,X1,2023,Sedan,Petrol,Petrol,2,6,15,10.5,1050000,Mid Range,No,19.9 kmpl,19.9,"ADAS, EBD, Cruise Control, Leather Seats, Ventilated Seats, Connected Car"
Lexus,RX,2015,SUV,Petrol,Petrol,22,10,30,20.0,2000000,Upper Mid,No,21.0 kmpl,21,"EBD, Hill Hold, 360 Camera, Leather Seats, AC, Touchscreen, Power Windows, Android Auto, Wireless Charging, Apple CarPlay"
Mahindra,XUV 700,2015,Hatchback,Petrol,Petrol,2,3.5,8.5,6.0,600000,Entry Level,No,18.2 kmpl,18.2,"360 Camera, ESC, Hill Hold, Sunroof, Leather Seats, AC, Ventilated Seats, Touchscreen, Voice Control"
Kia,Carens,2022,Sedan,Diesel,Diesel,24,6,15,10.5,1050000,Mid Range,No,21.6 kmpl,21.6,"ABS, ESC, EBD, TPMS, Power Windows, Leather Seats, Ventilated Seats, Touchscreen, Wireless Charging, Voice Control"
MG,Comet EV,2017,MPV,Petrol,Petrol,12,8,20,14.0,1400000,Mid Range,No,15.4 kmpl,15.4,"Hill Hold, ESC, ADAS, Leather Seats, Ventilated Seats, Sunroof, Power Windows, Touchscreen, Wireless Charging, Android Auto"
Mercedes,GLA,2023,Hatchback,Petrol,Petrol,4,3.5,8.5,6.0,600000,Entry Level,No,24.3 kmpl,24.3,"Airbags, TPMS, Cruise Control, Leather Seats, Sunroof, Touchscreen, Ventilated Seats, HUD"
Force,Gurkha,2020,Electric Hatchback,Petrol,Petrol,24,6,12,9.0,900000,Mid Range,No,21.6 kmpl,21.6,"Airbags, ABS, Sunroof, Cruise Control, Ventilated Seats, Leather Seats, Touchscreen, Android Auto, Connected Car"
Force,Gurkha,2022,Compact SUV,Electric,EV,24,8.4,23.4,15.9,1590000,Upper Mid,Yes,365 km range,365,"ABS, TPMS, Airbags, Leather Seats, AC, Touchscreen, Cruise Control, Power Windows, Wireless Charging, HUD, Apple CarPlay"
Lexus,RX,2022,Compact SUV,Diesel,Diesel,17,7,18,12.5,1250000,Mid Range,No,26.5 kmpl,26.5,"ADAS, TPMS, EBD, Touchscreen, Power Windows, Ventilated Seats, Cruise Control, Android Auto"
Maruti Suzuki,Dzire,2019,Sedan,Diesel,Diesel,25,6,15,10.5,1050000,Mid Range,No,25.0 kmpl,25,"EBD, Airbags, ADAS, Ventilated Seats, AC, Cruise Control, Leather Seats, Touchscreen, Apple CarPlay, Wireless Charging"
Volkswagen,Taigun,2021,Compact SUV,Petrol,Petrol,11,7,18,12.5,1250000,Mid Range,No,24.0 kmpl,24,"ADAS, TPMS, ESC, Touchscreen, Ventilated Seats, Sunroof, HUD"
Hyundai,Exter,2020,Sedan,Diesel,Diesel,20,6,15,10.5,1050000,Mid Range,No,18.8 kmpl,18.8,"360 Camera, ABS, Hill Hold, Power Windows, Sunroof, Touchscreen, Ventilated Seats, Cruise Control, Android Auto"
Mahindra,XUV 300,2021,MPV,Petrol,Petrol,19,8,20,14.0,1400000,Mid Range,No,19.1 kmpl,19.1,"ABS, ESC, Hill Hold, Sunroof, Leather Seats, Cruise Control, Touchscreen, Ventilated Seats, Apple CarPlay, HUD, Android Auto"
BYD,Atto 3,2020,Electric Hatchback,Petrol,Petrol,13,6,12,9.0,900000,Mid Range,No,15.6 kmpl,15.6,"Airbags, EBD, Leather Seats, AC, Cruise Control, Touchscreen, Power Windows, Android Auto"
Citroen,C3,2023,MPV,Petrol,Petrol,6,8,20,14.0,1400000,Mid Range,No,16.4 kmpl,16.4,"360 Camera, Hill Hold, Touchscreen, Leather Seats, Sunroof, AC, Connected Car"
Volkswagen,Virtus,2021,Electric Hatchback,Petrol,Petrol,2,6,12,9.0,900000,Mid Range,No,16.0 kmpl,16,"Airbags, Hill Hold, Leather Seats, Touchscreen, Sunroof, Ventilated Seats, AC, Android Auto, Apple CarPlay, Voice Control"
BYD,Atto 3,2018,Compact SUV,Petrol,Petrol,21,7,18,12.5,1250000,Mid Range,No,23.2 kmpl,23.2,"TPMS, ESC, 360 Camera, Sunroof, Ventilated Seats, AC, Power Windows, Leather Seats, Android Auto, Wireless Charging, Apple CarPlay"
BYD,Atto 3,2015,Hatchback,Petrol,Petrol,18,3.5,8.5,6.0,600000,Entry Level,No,15.2 kmpl,15.2,"Hill Hold, ESC, Touchscreen, Sunroof, Power Windows, AC, Cruise Control, Android Auto, Wireless Charging, Apple CarPlay"
Toyota,Innova,2019,Sedan,Petrol/Diesel,Hybrid,6,6,15,10.5,1050000,Mid Range,No,17.8 kmpl,17.8,"360 Camera, ESC, Cruise Control, Power Windows, Ventilated Seats, Touchscreen, Sunroof, Apple CarPlay, Voice Control"
BYD,E6,2018,Hatchback,Petrol,Petrol,22,3.5,8.5,6.0,600000,Entry Level,No,18.0 kmpl,18,"ESC, ADAS, Leather Seats, AC, Cruise Control, Touchscreen, Ventilated Seats, Wireless Charging, Voice Control, HUD"
BYD,E6,2020,Sedan,Petrol/CNG,Hybrid,8,6,15,10.5,1050000,Mid Range,No,23.9 kmpl,23.9,"360 Camera, Hill Hold, ABS, Sunroof, Power Windows, Cruise Control, Leather Seats, AC, Connected Car"
Maruti Suzuki,Fronx,2023,Sedan,Petrol,Petrol,23,6,15,10.5,1050000,Mid Range,No,20.6 kmpl,20.6,"TPMS, ABS, EBD, Hill Hold, Sunroof, Touchscreen, Ventilated Seats, Leather Seats, AC, Apple CarPlay"
Citroen,C5 Aircross,2018,SUV,Diesel,Diesel,1,10,30,20.0,2000000,Upper Mid,No,19.8 kmpl,19.8,"ESC, TPMS, 360 Camera, Power Windows, Ventilated Seats, Leather Seats, Wireless Charging"
Renault,Kiger,2019,Compact SUV,Petrol,Petrol,11,7,18,12.5,1250000,Mid Range,No,15.5 kmpl,15.5,"Airbags, EBD, Hill Hold, 360 Camera, Leather Seats, Power Windows, Sunroof, Voice Control, Android Auto, Connected Car"
Mercedes,C-Class,2016,Compact SUV,Petrol,Petrol,25,7,18,12.5,1250000,Mid Range,No,24.9 kmpl,24.9,"ABS, Airbags, Hill Hold, Touchscreen, Leather Seats, Ventilated Seats, Power Windows, Sunroof, Android Auto, Voice Control"
Force,Gurkha,2022,Compact SUV,Petrol,Petrol,8,7,18,12.5,1250000,Mid Range,No,21.1 kmpl,21.1,"ADAS, Airbags, ESC, Ventilated Seats, Sunroof, Cruise Control, Leather Seats, Power Windows, Connected Car, Android Auto, HUD"
Force,Gurkha,2017,SUV,Petrol,Petrol,24,10,30,20.0,2000000,Upper Mid,No,21.8 kmpl,21.8,"360 Camera, ESC, Touchscreen, Power Windows, AC, Cruise Control, Apple CarPlay, HUD, Android Auto"
BYD,E6,2021,SUV,Diesel,Diesel,9,10,30,20.0,2000000,Upper Mid,No,25.6 kmpl,25.6,"ABS, Hill Hold, 360 Camera, Touchscreen, Sunroof, AC, Cruise Control, Apple CarPlay, Voice Control, Connected Car"
Toyota,Fortuner,2018,Electric Hatchback,Petrol,Petrol,10,6,12,9.0,900000,Mid Range,No,16.6 kmpl,16.6,"EBD, Hill Hold, Cruise Control, AC, Leather Seats, Ventilated Seats, Touchscreen, Apple CarPlay, Voice Control"
Mercedes,GLA,2021,Hatchback,Diesel,Diesel,3,3.5,8.5,6.0,600000,Entry Level,No,26.5 kmpl,26.5,"ADAS, Hill Hold, ESC, Power Windows, Touchscreen, Leather Seats, Ventilated Seats, Cruise Control, Android Auto, HUD, Connected Car"
Lexus,ES,2019,Hatchback,Diesel,Diesel,22,3.5,8.5,6.0,600000,Entry Level,No,27.0 kmpl,27,"EBD, ADAS, TPMS, Power Windows, AC, Leather Seats, Sunroof, HUD"
Citroen,C5 Aircross,2018,SUV,Petrol,Petrol,24,10,30,20.0,2000000,Upper Mid,No,15.1 kmpl,15.1,"Airbags, Hill Hold, TPMS, ESC, AC, Touchscreen, Cruise Control, Voice Control, Connected Car"
BMW,3 Series,2020,SUV,Diesel,Diesel,17,10,30,20.0,2000000,Upper Mid,No,21.5 kmpl,21.5,"Airbags, 360 Camera, Leather Seats, Ventilated Seats, Power Windows, Sunroof, Voice Control, Apple CarPlay, Connected Car"
Hyundai,i20,2022,Compact SUV,Petrol,Petrol,10,7,18,12.5,1250000,Mid Range,No,23.5 kmpl,23.5,"ABS, EBD, ESC, Ventilated Seats, Power Windows, Touchscreen, AC, Connected Car, HUD"
Volkswagen,Virtus,2023,Hatchback,Diesel,Diesel,5,3.5,8.5,6.0,600000,Entry Level,No,18.5 kmpl,18.5,"Hill Hold, EBD, Leather Seats, Ventilated Seats, Touchscreen, Sunroof, Cruise Control, Apple CarPlay, Wireless Charging"
Renault,Kwid,2017,Compact SUV,Diesel,Diesel,20,7,18,12.5,1250000,Mid Range,No,18.4 kmpl,18.4,"360 Camera, TPMS, ADAS, Hill Hold, Power Windows, Ventilated Seats, Sunroof, AC, Cruise Control, Android Auto, Wireless Charging, Voice Control"
Jeep,Compass,2019,SUV,Diesel,Diesel,20,10,30,20.0,2000000,Upper Mid,No,23.7 kmpl,23.7,"TPMS, Airbags, Power Windows, Cruise Control, Sunroof, Ventilated Seats, Touchscreen, HUD"
BMW,X1,2022,Compact SUV,Petrol,Petrol,9,7,18,12.5,1250000,Mid Range,No,20.6 kmpl,20.6,"EBD, TPMS, AC, Cruise Control, Sunroof, Leather Seats, Connected Car"
Audi,Q5,2022,Compact SUV,Petrol,Petrol,25,7,18,12.5,1250000,Mid Range,No,15.0 kmpl,15,"ESC, Hill Hold, EBD, Ventilated Seats, AC, Cruise Control, Sunroof, Touchscreen, HUD"
Citroen,C3,2021,Compact SUV,Petrol/CNG,Hybrid,9,7,18,12.5,1250000,Mid Range,No,24.6 kmpl,24.6,"ESC, EBD, ABS, ADAS, Power Windows, Cruise Control, Sunroof, Android Auto"
Mercedes,GLA,2018,Hatchback,Petrol,Petrol,14,3.5,8.5,6.0,600000,Entry Level,No,22.6 kmpl,22.6,"ESC, ABS, AC, Cruise Control, Ventilated Seats, Sunroof, Wireless Charging"
Mercedes,A-Class,2017,SUV,Petrol,Petrol,2,10,30,20.0,2000000,Upper Mid,No,16.4 kmpl,16.4,"Hill Hold, ADAS, TPMS, Sunroof, Ventilated Seats, AC, Cruise Control, Leather Seats, HUD, Android Auto"
Lexus,NX,2020,Compact SUV,Petrol,Petrol,23,7,18,12.5,1250000,Mid Range,No,24.0 kmpl,24,"Hill Hold, ESC, ADAS, Power Windows, Cruise Control, Sunroof, AC, Apple CarPlay"
Toyota,Innova,2017,MPV,Diesel,Diesel,20,8,20,14.0,1400000,Mid Range,No,24.1 kmpl,24.1,"EBD, ABS, 360 Camera, Airbags, Power Windows, Ventilated Seats, Touchscreen, Connected Car, Voice Control"
Volkswagen,Taigun,2018,Electric SUV,Petrol/CNG,Hybrid,13,12,25,18.5,1850000,Upper Mid,No,23.7 kmpl,23.7,"Airbags, ADAS, Hill Hold, Touchscreen, Ventilated Seats, Cruise Control, AC, Leather Seats, Voice Control, Apple CarPlay, Android Auto"
Audi,Q5,2023,Compact SUV,Petrol,Petrol,24,7,18,12.5,1250000,Mid Range,No,19.2 kmpl,19.2,"EBD, Hill Hold, ABS, Ventilated Seats, Touchscreen, Leather Seats, Cruise Control, Voice Control, Wireless Charging, Apple CarPlay"
Citroen,C5 Aircross,2020,Electric SUV,Petrol/Diesel,Hybrid,15,12,25,18.5,1850000,Upper Mid,No,21.9 kmpl,21.9,"ADAS, Hill Hold, Leather Seats, Ventilated Seats, Cruise Control, Touchscreen, Android Auto, Wireless Charging"
BMW,3 Series,2018,Compact SUV,Petrol/CNG,Hybrid,20,7,18,12.5,1250000,Mid Range,No,21.8 kmpl,21.8,"Airbags, Hill Hold, ABS, ESC, Power Windows, Ventilated Seats, Leather Seats, Android Auto, HUD, Connected Car"
BYD,Atto 3,2018,Luxury,Diesel,Diesel,19,30,100,65.0,6500000,Luxury,No,22.3 kmpl,22.3,"Hill Hold, 360 Camera, ABS, Airbags, Cruise Control, Ventilated Seats, Leather Seats, Touchscreen, AC, HUD, Android Auto, Voice Control"
Toyota,Urban Cruiser,2016,Hatchback,Electric,EV,13,4.2,11.05,7.6,762500,Entry Level,Yes,496 km range,496,"360 Camera, Hill Hold, ESC, TPMS, Cruise Control, Power Windows, Leather Seats, Touchscreen, Android Auto, HUD, Wireless Charging"
BMW,X1,2016,Electric SUV,Petrol,Petrol,16,12,25,18.5,1850000,Upper Mid,No,21.1 kmpl,21.1,"360 Camera, TPMS, Airbags, EBD, Touchscreen, AC, Power Windows, Ventilated Seats, Wireless Charging, Android Auto"
Jeep,Compass,2017,Hatchback,Diesel,Diesel,19,3.5,8.5,6.0,600000,Entry Level,No,20.1 kmpl,20.1,"ABS, EBD, Sunroof, AC, Cruise Control, HUD, Apple CarPlay"
Force,Gurkha,2023,Hatchback,Petrol,Petrol,7,3.5,8.5,6.0,600000,Entry Level,No,19.6 kmpl,19.6,"ESC, TPMS, 360 Camera, ADAS, Ventilated Seats, AC, Cruise Control, Voice Control, Apple CarPlay"
MG,ZS EV,2021,Hatchback,Petrol,Petrol,20,3.5,8.5,6.0,600000,Entry Level,No,24.8 kmpl,24.8,"ADAS, EBD, ESC, Power Windows, Touchscreen, AC, Sunroof, Cruise Control, HUD, Android Auto"
Honda,City,2021,Hatchback,Petrol,Petrol,11,3.5,8.5,6.0,600000,Entry Level,No,23.0 kmpl,23,"Airbags, ADAS, Hill Hold, Touchscreen, Sunroof, Leather Seats, AC, Connected Car, Android Auto"
Skoda,Slavia,2018,SUV,Petrol,Petrol,8,10,30,20.0,2000000,Upper Mid,No,20.1 kmpl,20.1,"Airbags, Hill Hold, Touchscreen, AC, Power Windows, Wireless Charging, HUD"
BMW,2 Series,2023,Compact SUV,Petrol,Petrol,19,7,18,12.5,1250000,Mid Range,No,21.2 kmpl,21.2,"Hill Hold, 360 Camera, TPMS, Power Windows, AC, Sunroof, Wireless Charging, Android Auto"
Renault,Kwid,2023,Luxury,Petrol,Petrol,12,30,100,65.0,6500000,Luxury,No,17.8 kmpl,17.8,"Hill Hold, TPMS, ABS, Leather Seats, Cruise Control, Ventilated Seats, Power Windows, Touchscreen, Voice Control, Wireless Charging, Connected Car"
Honda,Elevate,2023,Sedan,Petrol,Petrol,13,6,15,10.5,1050000,Mid Range,No,24.2 kmpl,24.2,"ESC, Airbags, Hill Hold, ABS, Ventilated Seats, AC, Sunroof, Power Windows, Touchscreen, Android Auto"
Mercedes,C-Class,2016,Sedan,Petrol,Petrol,8,6,15,10.5,1050000,Mid Range,No,19.9 kmpl,19.9,"Hill Hold, EBD, Leather Seats, Ventilated Seats, Power Windows, Sunroof, AC, Voice Control, Apple CarPlay, HUD"
Tata,Punch,2018,Compact SUV,Petrol,Petrol,21,7,18,12.5,1250000,Mid Range,No,19.1 kmpl,19.1,"TPMS, EBD, ABS, Airbags, Touchscreen, Ventilated Seats, Power Windows, Android Auto, Connected Car, Wireless Charging"
Audi,A4,2023,SUV,Petrol,Petrol,20,10,30,20.0,2000000,Upper Mid,No,15.4 kmpl,15.4,"ESC, Hill Hold, Sunroof, Cruise Control, Touchscreen, AC, Power Windows, Apple CarPlay"
Toyota,Fortuner,2018,Compact SUV,Diesel,Diesel,13,7,18,12.5,1250000,Mid Range,No,23.3 kmpl,23.3,"ADAS, TPMS, 360 Camera, Ventilated Seats, AC, Touchscreen, Cruise Control, Wireless Charging, Connected Car, Android Auto"
BMW,2 Series,2020,Hatchback,Diesel,Diesel,20,3.5,8.5,6.0,600000,Entry Level,No,20.7 kmpl,20.7,"Hill Hold, Airbags, Ventilated Seats, Cruise Control, Power Windows, Touchscreen, AC, Android Auto"
Tata,Harrier,2020,Sedan,Electric,EV,23,7.2,19.5,13.4,1335000,Mid Range,Yes,390 km range,390,"Airbags, TPMS, ESC, ABS, AC, Sunroof, Leather Seats, Ventilated Seats, Wireless Charging, Android Auto"
Audi,Q5,2018,Hatchback,Petrol/Diesel,Hybrid,2,3.5,8.5,6.0,600000,Entry Level,No,16.9 kmpl,16.9,"ESC, ADAS, EBD, Touchscreen, Ventilated Seats, AC, Cruise Control, Sunroof, Android Auto, HUD, Voice Control"
Audi,A4,2016,Sedan,Electric,EV,17,7.2,19.5,13.4,1335000,Mid Range,Yes,443 km range,443,"ESC, TPMS, Leather Seats, AC, Power Windows, Cruise Control, Android Auto, HUD"
Skoda,Superb,2019,Luxury,Diesel,Diesel,11,30,100,65.0,6500000,Luxury,No,23.2 kmpl,23.2,"ESC, 360 Camera, ABS, EBD, Touchscreen, Ventilated Seats, AC, Connected Car, HUD"
Volkswagen,Taigun,2020,Hatchback,Diesel,Diesel,14,3.5,8.5,6.0,600000,Entry Level,No,19.8 kmpl,19.8,"ESC, 360 Camera, ABS, Sunroof, Ventilated Seats, Leather Seats, Power Windows, Android Auto"
Jeep,Meridian,2018,Hatchback,Petrol,Petrol,10,3.5,8.5,6.0,600000,Entry Level,No,21.5 kmpl,21.5,"360 Camera, TPMS, ADAS, ABS, Sunroof, Touchscreen, Leather Seats, Connected Car, HUD, Voice Control"
Citroen,C5 Aircross,2015,Hatchback,Diesel,Diesel,23,3.5,8.5,6.0,600000,Entry Level,No,22.4 kmpl,22.4,"EBD, ADAS, ESC, 360 Camera, Ventilated Seats, Sunroof, Cruise Control, AC, Leather Seats, Voice Control, Apple CarPlay, Wireless Charging"
Hyundai,Aura,2022,Compact SUV,Petrol/Diesel,Hybrid,17,7,18,12.5,1250000,Mid Range,No,20.5 kmpl,20.5,"ESC, ADAS, TPMS, Ventilated Seats, Cruise Control, Leather Seats, Touchscreen, Connected Car, Android Auto, HUD"
MG,Gloster,2017,SUV,Petrol,Petrol,8,10,30,20.0,2000000,Upper Mid,No,19.4 kmpl,19.4,"ESC, ADAS, EBD, Power Windows, Sunroof, Cruise Control, Touchscreen, Connected Car"
Maruti Suzuki,Baleno,2023,Hatchback,Diesel,Diesel,16,3.5,8.5,6.0,600000,Entry Level,No,20.4 kmpl,20.4,"ABS, TPMS, Ventilated Seats, Power Windows, Leather Seats, Touchscreen, Voice Control"
Audi,Q3,2018,Sedan,Diesel,Diesel,14,6,15,10.5,1050000,Mid Range,No,22.3 kmpl,22.3,"Hill Hold, ESC, Airbags, Cruise Control, Sunroof, AC, Leather Seats, Power Windows, HUD, Voice Control"
Audi,A4,2018,Luxury,Petrol,Petrol,23,30,100,65.0,6500000,Luxury,No,15.5 kmpl,15.5,"360 Camera, Hill Hold, ADAS, Power Windows, Touchscreen, Leather Seats, AC, Cruise Control, Android Auto"
Tata,Harrier,2016,Compact SUV,Petrol,Petrol,12,7,18,12.5,1250000,Mid Range,No,20.0 kmpl,20,"TPMS, 360 Camera, ABS, AC, Leather Seats, Cruise Control, Ventilated Seats, Touchscreen, Wireless Charging, Android Auto, Apple CarPlay"
Toyota,Urban Cruiser,2020,SUV,Petrol,Petrol,19,10,30,20.0,2000000,Upper Mid,No,17.5 kmpl,17.5,"Airbags, ADAS, EBD, Hill Hold, Ventilated Seats, Touchscreen, Sunroof, Voice Control, Connected Car, Apple CarPlay"
Lexus,RX,2015,Sedan,Petrol,Petrol,16,6,15,10.5,1050000,Mid Range,No,15.7 kmpl,15.7,"Airbags, TPMS, 360 Camera, ADAS, AC, Ventilated Seats, Touchscreen, Cruise Control, Power Windows, Connected Car, Wireless Charging, Apple CarPlay"
Hyundai,Exter,2017,Compact SUV,Electric,EV,9,8.4,23.4,15.9,1590000,Upper Mid,Yes,465 km range,465,"TPMS, ESC, ADAS, Sunroof, Ventilated Seats, Leather Seats, Touchscreen, HUD, Wireless Charging"
Tata,Harrier,2023,Sedan,Diesel,Diesel,13,6,15,10.5,1050000,Mid Range,No,20.1 kmpl,20.1,"Hill Hold, Airbags, Sunroof, Cruise Control, Power Windows, Ventilated Seats, AC, Android Auto, Wireless Charging"
Kia,Carens,2019,SUV,Petrol/Diesel,Hybrid,11,10,30,20.0,2000000,Upper Mid,No,20.8 kmpl,20.8,"Hill Hold, EBD, Airbags, AC, Sunroof, Cruise Control, Leather Seats, Wireless Charging, Voice Control, Apple CarPlay"
Maruti Suzuki,Wagon R,2015,Sedan,Diesel,Diesel,22,6,15,10.5,1050000,Mid Range,No,20.6 kmpl,20.6,"TPMS, ESC, ADAS, Airbags, Ventilated Seats, AC, Power Windows, Touchscreen, Sunroof, Voice Control, HUD"
Mercedes,GLA,2023,MPV,Petrol/CNG,Hybrid,16,8,20,14.0,1400000,Mid Range,No,29.8 kmpl,29.8,"ESC, EBD, Hill Hold, ADAS, Ventilated Seats, Sunroof, Touchscreen, Apple CarPlay, Voice Control"
Renault,Kiger,2021,Hatchback,Petrol,Petrol,9,3.5,8.5,6.0,600000,Entry Level,No,15.8 kmpl,15.8,"TPMS, Hill Hold, Leather Seats, Ventilated Seats, Cruise Control, Connected Car, Wireless Charging"
Force,Gurkha,2016,Electric Hatchback,Diesel,Diesel,5,6,12,9.0,900000,Mid Range,No,21.5 kmpl,21.5,"Hill Hold, 360 Camera, ABS, AC, Sunroof, Leather Seats, Apple CarPlay, Voice Control"
BYD,Atto 3,2019,Hatchback,Petrol,Petrol,14,3.5,8.5,6.0,600000,Entry Level,No,24.6 kmpl,24.6,"Airbags, ESC, TPMS, AC, Leather Seats, Ventilated Seats, Sunroof, Apple CarPlay"
Jeep,Compass,2022,Hatchback,Petrol,Petrol,25,3.5,8.5,6.0,600000,Entry Level,No,19.9 kmpl,19.9,"Airbags, Hill Hold, ESC, EBD, Touchscreen, Sunroof, Leather Seats, Ventilated Seats, Apple CarPlay"
BYD,Atto 3,2018,Luxury,Diesel,Diesel,22,30,100,65.0,6500000,Luxury,No,25.7 kmpl,25.7,"ABS, Hill Hold, Cruise Control, Touchscreen, Sunroof, Android Auto"
Lexus,ES,2022,MPV,Petrol,Petrol,7,8,20,14.0,1400000,Mid Range,No,21.3 kmpl,21.3,"360 Camera, Hill Hold, Airbags, ESC, Power Windows, Ventilated Seats, Sunroof, HUD"
Citroen,C3,2015,Compact SUV,Diesel,Diesel,14,7,18,12.5,1250000,Mid Range,No,25.2 kmpl,25.2,"ADAS, TPMS, Hill Hold, ESC, Leather Seats, Cruise Control, Power Windows, Ventilated Seats, HUD, Wireless Charging, Connected Car"
Lexus,ES,2015,Sedan,Petrol,Petrol,21,6,15,10.5,1050000,Mid Range,No,25.0 kmpl,25,"360 Camera, Airbags, ESC, Power Windows, Sunroof, Leather Seats, Connected Car, Voice Control"
Hyundai,Aura,2018,Compact SUV,Diesel,Diesel,18,7,18,12.5,1250000,Mid Range,No,26.9 kmpl,26.9,"ADAS, EBD, ESC, Airbags, Power Windows, Cruise Control, Leather Seats, Touchscreen, Connected Car, Apple CarPlay"
Skoda,Kushaq,2015,Hatchback,Petrol,Petrol,15,3.5,8.5,6.0,600000,Entry Level,No,24.9 kmpl,24.9,"ABS, Airbags, ADAS, 360 Camera, Ventilated Seats, Cruise Control, Sunroof, Connected Car"
Honda,Amaze,2015,Sedan,Electric,EV,10,7.2,19.5,13.4,1335000,Mid Range,Yes,369 km range,369,"ADAS, EBD, ESC, Airbags, Touchscreen, Power Windows, Cruise Control, AC, Apple CarPlay, HUD, Android Auto"
Volkswagen,Virtus,2019,MPV,Petrol,Petrol,14,8,20,14.0,1400000,Mid Range,No,17.9 kmpl,17.9,"Airbags, 360 Camera, TPMS, AC, Touchscreen, Leather Seats, Android Auto"
Renault,Kwid,2023,Sedan,Diesel,Diesel,13,6,15,10.5,1050000,Mid Range,No,23.3 kmpl,23.3,"Hill Hold, ABS, ADAS, Sunroof, AC, Leather Seats, Power Windows, Wireless Charging"
Hyundai,i20,2016,SUV,Petrol,Petrol,20,10,30,20.0,2000000,Upper Mid,No,21.5 kmpl,21.5,"ADAS, ABS, 360 Camera, Hill Hold, Touchscreen, Leather Seats, Power Windows, Sunroof, Cruise Control, Android Auto, Connected Car"
Skoda,Kushaq,2017,Sedan,Diesel,Diesel,21,6,15,10.5,1050000,Mid Range,No,24.6 kmpl,24.6,"360 Camera, ESC, Ventilated Seats, AC, Power Windows, Sunroof, Wireless Charging, Connected Car"
Citroen,C5 Aircross,2022,Electric SUV,Petrol,Petrol,21,12,25,18.5,1850000,Upper Mid,No,22.9 kmpl,22.9,"360 Camera, ESC, Sunroof, Leather Seats, Cruise Control, Ventilated Seats, Wireless Charging, HUD, Connected Car"
Mercedes,GLA,2017,Hatchback,Electric,EV,25,4.2,11.05,7.6,762500,Entry Level,Yes,406 km range,406,"ABS, 360 Camera, TPMS, Hill Hold, AC, Ventilated Seats, Power Windows, Apple CarPlay"
Nissan,Kicks,2016,Compact SUV,Diesel,Diesel,14,7,18,12.5,1250000,Mid Range,No,24.1 kmpl,24.1,"360 Camera, TPMS, EBD, Leather Seats, Cruise Control, Ventilated Seats, AC, Voice Control, HUD"
Honda,City,2022,Compact SUV,Petrol/Diesel,Hybrid,23,7,18,12.5,1250000,Mid Range,No,19.2 kmpl,19.2,"ESC, 360 Camera, ABS, Hill Hold, Ventilated Seats, Touchscreen, Leather Seats, Apple CarPlay, HUD"
Mahindra,Scorpio,2017,SUV,Diesel,Diesel,10,10,30,20.0,2000000,Upper Mid,No,22.5 kmpl,22.5,"Airbags, TPMS, Cruise Control, Ventilated Seats, AC, Leather Seats, HUD, Wireless Charging"
Citroen,C5 Aircross,2015,SUV,Petrol/CNG,Hybrid,4,10,30,20.0,2000000,Upper Mid,No,24.0 kmpl,24,"ADAS, ABS, TPMS, Leather Seats, Ventilated Seats, Cruise Control, Power Windows, Touchscreen, Apple CarPlay"
